id,title,link
16,"Prostatakarzinom. S3-LL (Leitlinienprogramm Onkologie von AWMF, DKG und DKH)",https://www.leitlinienprogramm-onkologie.de/fileadmin/user_upload/Downloads/Leitlinien/Prostatatkarzinom/Prostata_4_0/LL_Prostata_Langversion_4.0.pdf
17,"S3-Leitlinie zu bevölkerungsorientierten Strategien des Öffentlichen Zahngesundheitsdienstes zur zahnmedizinischen Prävention, Gesundheitsförderung und Stärkung der Mundgesundheitskompetenz (LL Zähne). S3-LL (DGZMK)",
18,Sexuell übertragbare Infektionen mit Mykoplasmen und Ureaplasmen. S3-LL (DSTIG),https://www.dstig.de/DSTIG-Leitfaden_Auflage_04_2023-2024.pdf
19,Standardisierte Ersteinschätzung zur Steuerung in der Notfall– und Akutversorgung an Krankenhausstandorten und integrierten Notfallstrukturen (DIRECT). S3-LL (DGINA),
20,中国高血压合并蛋白尿临床实践指南,https://www.scdc.sh.cn/shjk/shjk/upload/202105/0513_125537_187.pdf
21,中成药治疗轻度认知障碍临床实践指南,https://pdf.hanspub.org/tcm_2272778.pdf
22,胃内镜黏膜下剥离术围术期指南,http://medi-guide.meditool.cn/ymtpdf/284BAFCA-6E95-95D2-9380-4C6532FC54AA.pdf
23,'La pelle al sole con cautela' - prevenzione del melanoma,https://www.enpam.it/wp-content/uploads/prevenzioneBENEVENTO2017.pdf
24,'L´ABC del diabete' - Raccomandazioni sul diabete mellito,https://www.siditalia.it/pdf/LG_379_diabete_ed2022_feb2023.pdf
25,2019 ESC Guidelines for the diagnosis and management of acute pulmonary embolism developed in collaboration with the Respiratory Society (ERS),
26,2019 ESC Guidelines for the diagnosis and management of chronic coronary syndromes,http://www.amcar.ma/ressources/att/assises/2019/Bennis_25092019.pdf
27,2019 ESC Guidelines for the management of patients with supraventricular tachycardia,http://smurbmpm.fr/wp-content/uploads/2019/10/1.pdf
28,2019 ESC/EAS Guidelines for the management of dyslipidaemias: lipid modification to reduce cardiovascular risk,https://www.portailvasculaire.fr/sites/default/files/docs/2019_esc-eas_dyslipidemie_guidelines.pdf
29,"2019 Guidelines on Diabetes, Pre-Diabetes and Cardiovascular Diseases developed in collaboration with the EASD",https://www.portailvasculaire.fr/sites/default/files/docs/2019_esc_easd_diabete_guidelines.pdf
30,"2020 Australian guideline for prevention, diagnosis and management of acute rheumatic fever and rheumatic heart disease (3rd edition)",https://www.sonographers.org/publicassets/eb20c998-1389-ea11-90fb-0050568796d8/arf_rhd_guidelines_3rd_edition_final-asa-compressed.pdf
31,2022 Saudi Guideline for Low Back Pain,https://www.orthopt.org/uploads/content_files/files/jospt.2021.0304.pdf
32,2023 Canadian Acne Guidelines,
33,2023中国克罗恩病诊治指南,
34,2023中国溃疡性结肠炎诊治指南,http://hncis.hnwsjk.cn/xiaohua/upload/files/2024/12/405c238312cfd31b.pdf
35,2024 Saudi Guideline for Community acquired pneumonia,https://sdiopr.s3.ap-south-1.amazonaws.com/2024/Apr/4-Apr-24/2024_AJMPCP_114295/Ms_AJMPCP_114295.pdf
36,2025 international consensus guidelines for cognitive assessment of people with cerebral palsy,https://www.cureus.com/articles/378180-cognitive-improvement-in-children-with-cerebral-palsy-following-combined-scalp-acupuncture-and-high-frequency-repetitive-transcranial-magnetic-stimulation-rtms-a-prospective-observational-study.pdf
37,A Clinical Practice Guideline for the Use of Ankle-Foot Orthoses and Functional Electrical Stimulation Post-Stroke,
38,A comparison of palliative care outcome measures used in Residential Aged Care Facilities (Best Practice 14(5)),
39,A guideline developers' handbook (SIGN CPG 50),https://dec.gov.ua/wp-content/uploads/2019/11/sign50.pdf
40,A handbook for patients and carer representatives (SIGN CPG 100),https://www.sign.ac.uk/assets/sign100.pdf
41,A national clinical practice guideline on the management of localised prostate cancer,https://kce.fgov.be/sites/default/files/2021-11/KCE_194C_prostate_cancer_0.pdf
42,A National Guideline for the Assessment and Diagnosis of Autism Spectrum Disorders in Australia,
43,A National Guideline for the prevention of pressure ulcers,https://images.skintghent.be/20184995654130_belgian-pu-prevention-guidelines.pdf
44,A national guideline for the treatment of pressure ulcers,https://images.skintghent.be/2018499572652_belgian-pu-treatment-guidelines.pdf
45,A Proactive Approach to Bladder and Bowel Management in Adults,https://rnao.ca/sites/rnao-ca/files/bpg/Bladder_and_Bowel_Management_FINAL_WEB.pdf
46,A systematic review on the diagnosis and treatment of primary (idiopathic) dystonia and dystonia plus syndromes: report of an EFNS/MDS-ES Task Force,
47,AAN-EFNS guidelines on trigeminal neuralgia management,http://www.24hmb.com/voimages/web_image/upload/file/20140717/59191405569242025.pdf
48,Aanpak van slaapklachten en insomnie bij volwassenen in de eerste lijn (Richtlijn),https://www.huisartsnu.be/sites/default/files/h47-06-05_Slaapklachten-en-insomnie.pdf
49,AAOS Appropriate Use Criteria Anterior Cruciate Ligament Injuries: Prevention Programs,https://www.aaos.org/globalassets/quality-and-practice-resources/auc-acl-injury-prevention-programs.pdf
50,AAOS Appropriate Use Criteria for Limb Salvage or Early Amputation,https://www.aaos.org/globalassets/quality-and-practice-resources/dod/limb-salvage-or-early-amputation-1-16-20.pdf
51,AAOS Appropriate Use Criteria for Management of Developmental Dysplasia of the Hip in Infants up to Six Months of Age: Intended for Use by Orthopaedic Specialists,https://www.aaos.org/globalassets/quality-and-practice-resources/pddh/ddh-auc_specialist-2022-reissue.pdf
52,AAOS Appropriate Use Criteria for Management of Osteochondritis Dissecans of the Femoral Condyle,
53,"AAOS Appropriate Use Criteria for Pharmacologic, Physical, and Cognitive Pain Alleviation for Musculoskeletal Extremity/Pelvis Surgery",https://www.aaos.org/globalassets/quality-and-practice-resources/dod/painalleviationauc.pdf
54,AAOS Appropriate Use Criteria for Shoulder OA with Intact Rotator Cuff and Severe Glenoid Retroversion,
55,AAOS Appropriate Use Criteria for the Early Screening for Psychosocial Risk and Protective Factors,https://www.aaos.org/globalassets/quality-and-practice-resources/methodology/auc-methodology_v3.pdf
56,AAOS Appropriate Use Criteria for the Management of Carpal Tunnel Syndrome,https://www.aaos.org/globalassets/quality-and-practice-resources/carpal-tunnel/management-of-carpal-tunnel-syndrome-7-31-19.pdf
57,AAOS Appropriate Use Criteria for the Management of Developmental Dysplasia of the Hip in Infants up to Six Months of Age: Intended for Use by General Pediatricians and Referring Physicians,https://www.aaos.org/globalassets/quality-and-practice-resources/pddh/ddh-auc_generalist_3.5.18.pdf
58,AAOS Appropriate Use Criteria for the Management of Osteoarthritis of the Hip,https://www.aaos.org/globalassets/quality-and-practice-resources/osteoarthritis-of-the-hip/oah-cpg.pdf
59,AAOS Appropriate Use Criteria for the Management of Osteoarthritis of the Knee (Non-Arthroplasty),https://www.aaos.org/globalassets/quality-and-practice-resources/osteoarthritis-of-the-knee/oak3cpg.pdf
60,AAOS Appropriate Use Criteria for the Management of Pediatric Supracondylar Humerus Fractures,https://upload.orthobullets.com/journalclub/free_pdf/26735703_Management_of_Pediatric_Supracondylar_Humerus.8.pdf
61,AAOS Appropriate Use Criteria for the Management of Pediatric Supracondylar Humerus Fractures with Vascular Injury,https://upload.orthobullets.com/journalclub/free_pdf/26735703_Management_of_Pediatric_Supracondylar_Humerus.8.pdf
62,AAOS Appropriate Use Criteria for the Management of Rotator Cuff Pathology,https://www.aaos.org/globalassets/quality-and-practice-resources/rotator-cuff/management-of-rotator-cuff-injuries-2.pdf
63,AAOS Appropriate Use Criteria for the Prevention of Orthopaedic Infection in Patients Undergoing Dental Procedures,https://www.aaos.org/globalassets/quality-and-practice-resources/dental/pudp_guideline.pdf
64,AAOS Appropriate Use Criteria for the Surgical Management of Osteoarthritis of the Knee,https://upload.orthobullets.com/journalclub/free_pdf/27355286_Surgical_Management_of_Osteoarthritis_of_the_Knee_.13.pdf
65,AAOS Appropriate Use Criteria for the Treatment of Distal Radius Fractures (2021),
66,AAOS Appropriate Use Criteria for Treatment of Distal Radius Fractures,https://escholarship.org/content/qt0415b468/qt0415b468.pdf
67,AAOS Appropriate Use Criteria Pediatric Developmental Dysplasia of the Hip in Infants up to Six Months of Age: General Pediatricians and Referring Physicians,https://www.aaos.org/globalassets/quality-and-practice-resources/pddh/ddh-auc_generalist-2022-reissue.pdf
68,AAOS Appropriate Use Criteria: Hip Fractures in Older Adults: Acute Treatment,https://www.aaos.org/globalassets/quality-and-practice-resources/hip-fractures-in-the-elderly/hip-fx-auc_hardcopy-treatment_3.31.161.pdf
69,AAOS Appropriate Use Criteria: Humeral Component Design During Primary Anatomic Total Shoulder Arthroplasty,
70,AAOS Appropriate Use Criteria: Postoperative Rehabilitation of Low Energy Hip Fractures in Older Adults,https://www.aaos.org/globalassets/quality-and-practice-resources/hip-fractures-in-the-elderly/hip-fx-rehab-auc_reapproval.pdf
71,AAOS Appropriate Use Criteria: Prevention of Secondary Hip Fracture and/or Fragility Fracture,https://www.aaos.org/globalassets/quality-and-practice-resources/hip-fractures-in-the-elderly/prev.-secondary-fx-auc--.pdf
72,AAOS Appropriate Use Criteria: Return to Play to Pre-Injury Level Following Anterior Cruciate Ligament Injury,https://www.aaos.org/globalassets/quality-and-practice-resources/anterior-cruciate-ligament-injuries/acl-return-to-play-auc.pdf
73,AAOS Appropriate Use Criteria: Treatment for Shoulder OA with Intact Rotator Cuff and Severe Glenoid Retroversion,
74,AAOS AUC: Mgmt. of Development of Developmental Dysplasia of the Hip in Infants up to 6 months: Ortho Specialists,https://www.aaos.org/globalassets/quality-and-practice-resources/pddh/ddh-auc_generalist_3.5.18.pdf
75,AAOS CLINICAL PRACTICE GUIDELINE FOR EVALUATION OF PSYCHOSOCIAL FACTORS INFLUENCING RECOVERY FROM ADULT ORTHOPAEDIC TRAUMA,https://cme.lww.com/ovidfiles/00124635-202202010-00010.pdf
76,"AAOS Clinical Practice Guideline for Pharmacologic, Physical, and Cognitive Pain Alleviation for Musculoskeletal Extremity/Pelvis Surgery",https://www.aaos.org/globalassets/quality-and-practice-resources/dod/pain-alleviation-review-report.pdf
77,AAOS Clinical Practice Guideline for the Management of Acute Isolated Meniscal Pathology,https://www.aaos.org/globalassets/quality-and-practice-resources/acute-meniscal-pathology/amp-cpg.pdf
78,AAOS Clinical Practice Guideline for the Management of Anterior Cruciate Ligament Injuries,https://www.aaos.org/globalassets/quality-and-practice-resources/anterior-cruciate-ligament-injuries/anterior-cruciate-ligament-injuries-grand-rounds-ppt.pdf
79,AAOS Clinical Practice Guideline for the Management of Carpal Tunnel Syndrome,https://www.aaos.org/globalassets/quality-and-practice-resources/carpal-tunnel/management-of-carpal-tunnel-syndrome-7-31-19.pdf
80,AAOS Clinical Practice Guideline for the Management of Hip Fractures in Older Adults,https://orthoinfo.aaos.org/globalassets/pdfs/plain-language-summary_hip-fractures-2024.pdf
81,AAOS Clinical Practice Guideline for the Management of Osteoarthritis of the Knee (Non-Arthroplasty) (3rd Edition),
82,AAOS Clinical Practice Guideline for the Management of Rotator Cuff Injuries,https://new.aaos.org/globalassets/quality-and-practice-resources/rotator-cuff/rotator-cuff-2025/rotator-cuff-cpg.pdf
83,AAOS Clinical Practice Guideline for the Management of Surgical Site Infections,https://www.aaos.org/globalassets/quality-and-practice-resources/surgical-site-infections/management-of-surgical-site-infections-8-13-19a.pdf
84,AAOS Clinical Practice Guideline on the Management of Osteoarthritis of the Hip,https://www.aaos.org/globalassets/quality-and-practice-resources/osteoarthritis-of-the-hip/oah-cpg.pdf
85,AAOS Diagnosis and Prevention of Periprosthetic Joint Infections Clinical Practice Guideline,https://www.aaos.org/globalassets/quality-and-practice-resources/pji/diagnosisandpreventionofperiprostheticjointinfections-7-24-19.pdf
86,AAOS Evidence-Based Clinical Practice Guideline for the Surgical Management of Osteoarthritis of the Knee,
87,AAOS Evidence-Based Clinical Practice Guideline for the Treatment of Clavicle Fractures,https://www.aaos.org/globalassets/quality-and-practice-resources/clavicle-fractures/clavicle-fractures-cpg.pdf
88,AAOS Evidence-Based Clinical Practice Guideline on Diagnosis and Treatment of Osteochondritis Dissecans,
89,AAOS Evidence-Based Clinical Practice Guideline on Treatment of Distal Radius Fracture,https://www.aaos.org/globalassets/quality-and-practice-resources/distal-radius/distal-radius-fractures-10-13-2020.pdf
90,AAOS Evidence-Based Clinical Practice Guideline on Treatment of Pediatric Diaphyseal Femur Fractures,
91,AAOS Evidence-Based Clinical Practice Guideline on Treatment of Pediatric Supracondylar Humerus Fractures,https://orthoinfo.aaos.org/globalassets/pdfs/pediatric-supracondylar-humerus-fractures-cpg_pls.pdf
92,AAOS Management of Glenohumeral Joint Osteoarthritis Evidence-Based Clinical Practice Guideline,http://rearmyourself.com/assets/lib/files/Clinical%20Practice%20Guidelines%20Regarding%20Shoulder%20Osteoarthritis.pdf
93,AAOS Systematic Literature Review on the Management of Surgical Site Infections,https://www.aaos.org/globalassets/quality-and-practice-resources/surgical-site-infections/management-of-surgical-site-infections-8-13-19a.pdf
94,AAOS/AAHKS The Prevention of Total Hip and Knee Arthroplasty Periprosthetic Joint Infection in Patients Undergoing Dental Procedures,
95,AAOS/ASSH Management of Distal Radius Fractures Evidence-Based Clinical Practice Guideline,https://www.aaos.org/globalassets/quality-and-practice-resources/distal-radius/distal-radius-fractures-10-13-2020.pdf
96,AAOS/METRC Clinical Practice Guideline for the Evaluation of Psychosocial Factors Influencing Recovery From Adult Orthopaedic Trauma,
97,AAOS/METRC Clinical Practice Guideline on Management of Acute Compartment Syndrome,https://www.aaos.org/globalassets/quality-and-practice-resources/dod/management-of-acute-compartment-syndrome-1-16-20.pdf
98,AAOS/METRC Prevention of Surgical Site Infections After Major Extremity Trauma Appropriate Use Criteria,
99,Abdominal aortic aneurysm: diagnosis and management (NG156),https://www.ncbi.nlm.nih.gov/books/NBK556917/bin/niceng156er6-apph-et1.pdf
100,Abdominelles Aortenaneurysma. S3-LL (DGG),https://www.degum.de/fileadmin/dokumente/Aktivitaeten/Leitlinien/PDF-Verlinkungen/004-014m__S3_Bauchaortenaneurysma_2018-08_-_Leitlinienreport.pdf
101,"Abklärung der Mikro-Hämaturie bei Kindern und jungen Erwachsenen zur Früherkennung von Nierenerkrankungen. S3-LL (DGfN, GPN)",https://www.aerzteblatt.de/pdf/122/6/m1021.pdf
102,Abklärung einer Zyanose im Kindes- und Jugendalter. S2k-LL (DGPK),https://www.dgpk.org/wp-content/uploads/2025_06_25_Leitlinie-Zyanose_final.pdf
103,Abklärung eines Herzgeräusches im Kindes- und Jugendalter. S2k-LL (DGPK),https://www.dgpk.org/wp-content/uploads/LL-Herzgeraeusch-HAAS_finaleVersionAS16_01_18.pdf
104,Ablaufschema für die Erstellung und Koordinierung von Leitlinien,https://www.dgn.org/cms-content/DGN_LL_Leitfaden_V4_07_2025_1753176547047.pdf
105,Abordaje integrado intra y exrahospitalario de los trastornos de conducta en la adolescencia (Informe nº: Osteba D-10-01),https://www.osakidetza.euskadi.eus/contenidos/informacion/2010_osteba_publicacion/es_def/adjuntos/d_10_01_aborda_adoles.pdf
106,Abordajes de los trastornos de la personalidad en la red de salud mental del País Vasco (Informe nº: Osteba D-08-01),
107,Abortion care (NG140),https://ranzcog.edu.au/wp-content/uploads/Clinical-Guideline-Abortion-Care.pdf
108,Abortion care guideline,https://ranzcog.edu.au/wp-content/uploads/Clinical-Guideline-Abortion-Care.pdf
109,Academy of Nutrition and Dietetics Evidence Analysis Manual,https://www.andeal.org/files/Docs/2012_Jan_EA_Manual.pdf
110,Accident vasculaire cérébral: méthodes de rééducation de la fonction motrice chez l'adulte. Recommandation pour la pratique clinique,
111,Achtergronddocument (blauwdruk kanker en werk). National evidence-based guideline,https://nvab-online.nl/app/uploads/2024/10/ADOC_Kanker_en_werk_2019.pdf
112,Acné (guide de pratique clinique),https://orbi.uliege.be/bitstream/2268/167590/1/COMMENT...ACNE.pdf
113,Acne (M15),https://link.springer.com/content/pdf/10.1007/978-90-313-6614-9_51.pdf
114,Acne (Richtlijn),https://www.pcds.org.uk/files/general/Acne-Pathway-2024-final-proof.pdf
115,Acne vulgaris: management (NG198),https://www.ncbi.nlm.nih.gov/books/NBK573048/bin/niceng198er1_bm1.pdf
116,Active Surveillance for the Management of Localized Prostate Cancer,https://pureadmin.qub.ac.uk/ws/files/134674864/ActSur.pdf
117,Active Surveillance for the Management of Localized Prostate Cancer (Cancer Care Ontario Guideline): American Society of Clinical Oncology Clinical Practice Guideline Endorsement,
118,Actualisation de la revue de la littérature d'une recommandation en santé publique sur la 'Détection précoce du mélanome cutané'. Rapport d'orientation: Facteurs de retard au diagnostic du mélanome cutané. Recommandation en santé publique.,https://apimed-pl.org/contenu/uploads/2019/10/Dossier-documentaire-melanome.pdf
119,Actualisation des recommandations cliniques pour le cancer de l’oesophage et de l’estomac,https://kce.fgov.be/sites/default/files/2021-11/KCE_179B_actualisation_cancer_oesophage_et_estomac.pdf
120,Actualización de Guías de Práctica Clínica en el Sistema Nacional de Salud. Manual Metodológico,https://diprece.minsal.cl/wrdprss_minsal/wp-content/uploads/2016/03/Manual-metodologico-GPC-151014.pdf
121,Actualización del Sistema de Trabajo Compartido para Revisiones Sistemáticas de la Evidencia Científica y Lectura Crítica (Informe nº: Osteba E-17-09),
122,Acute Cholecystitis,http://koraytopgul.com/wp-content/uploads/2021/05/535596749803130453.pdf
123,Acute Coronary Syndrome,https://www.aafp.org/pubs/afp/issues/2017/0215/p232.pdf
124,Acute coronary syndromes (NG185),https://www.ncbi.nlm.nih.gov/books/NBK565355/bin/niceng185er3_bm2.pdf
125,Acute coronary syndromes (SIGN CPG 148),https://www.sign.ac.uk/assets/sign148.pdf
126,Acute diarree (M34),https://link.springer.com/content/pdf/10.1007/BF03085090.pdf
127,Acute heart failure (CG187),https://www.ncbi.nlm.nih.gov/books/NBK575857/bin/nicecg187guid_pathway1.pdf
128,Acute keelpijn (M11),https://link.springer.com/content/pdf/10.1007/978-90-313-6614-9_60.pdf
129,Acute keelpijn (Richtlijn),https://dev.domusmedica.be/sites/default/files/Richtlijn%20Acute%20Keelpijn_0.pdf
130,"Acute kidney injury: prevention, detection and management (NG148)",https://www.alderhey.nhs.uk/wp-content/uploads/2023/06/Prevention-and-Management-of-Acute-Kidney-Injury-Guideline.pdf
131,Acute leukemia. National consensus-based nutrition guideline,https://research.rug.nl/files/133864548/Adherence_to_guidelines_on_nutrition_support_during_intensive_treatment_of_acute_myeloid_leukemia_patients_A_nationwide_comparison.pdf
132,Acute Myeloid Leukemia,https://www.cancer.va.gov/assets/pdf/clinical-pathways/aml.pdf
133,Acute rhinosinusitis (M33),https://academic.oup.com/fampra/article-pdf/29/6/706/1236117/cms022.pdf
134,Acute rinosinusitis (Richtlijn),https://www.chp.gov.hk/files/pdf/guidance_notes_acute_rhinosinusitis_full.pdf
135,Acute stroke treatment in Europe: a questionnaire-based survey on behalf of the EFNS Task Force on acute neurological stroke care,
136,Acute upper GI bleeding (CG141),https://iguana-quillfish-73n3.squarespace.com/s/A-Stanley-2019-review-UGIB.pdf
137,Acutely ill patients in hospital (CG50),http://www.dickyricky.com/Medicine/Guidelines/NICE/CG050%20Acutely%20ill%20patients%20in%20hospital%20-%20Quick%20reference%20guide.pdf
138,Acuut coronair syndroom (M80),
139,Acuut hoesten (M78),https://richtlijnen.nhg.org/files/2020-01/acuut_hoesten_m78.pdf
140,Adaptación y evaluación de un programa de formación on-line en lectura crítica dirigido a profesionales de enfermería (Informe nº: Osteba E-14-01),https://www.osakidetza.euskadi.eus/contenidos/informacion/2014_osteba_publicacion/es_def/adjuntos/formacion_online.pdf
141,Adenoide Vegetationen. S2k-LL (DGHNO),https://register.awmf.org/assets/guidelines/017-021l_S2k_Adenoide-Vegetationen_2023-02.pdf
142,ADHD (aktiivisuuden ja tarkkaavuuden häiriö),https://www.theseus.fi/bitstream/10024/874810/4/Hetekorpi_Kervinen.pdf
143,ADHD bij kinderen (M104),https://www.henw.org/system/files/download/hw5711-584.pdf
144,"ADHS bei Kindern, Jugendlichen und Erwachsenen. S3-LL (DGKJP,  DGPPN, DGSPJ)",https://www.dgppn.de/_Resources/Persistent/6f514fd31d75221054f1d880bda9637728e2b92d/Langfassung%20ADHS%20Leitlinie_080618.pdf
145,Adipositas und Schwangerschaft. S3-LL (DGGG),http://www.ggg-b.de/vortraege/56.pdf
146,Adjuvant and Salvage Radiotherapy After Prostatectomy: American Society of Clinical Oncology Clinical Practice Guideline Endorsement,
147,Adjuvant Chemotherapy and Adjuvant Radiation Therapy for Stages I-IIIA Resectable Non-Small Cell Lung Cancer,https://www.cancercareontario.ca/sites/ccocancercare/files/guidelines/full/JCO_Z4401FINAL.pdf
148,Adjuvant Endocrine Therapy for Women With Hormone Receptor–Positive Breast Cancer: ASCO Clinical Practice Guideline Focused Update,
149,Adjuvant Systemic Therapy and Adjuvant Radiation Therapy for Stage I to IIIA Completely Resected Non–Small-Cell Lung Cancers: American Society of Clinical Oncology/Cancer Care Ontario Clinical Practice Guideline Update,
150,Adjuvant Therapy for Resected Biliary Tract Cancer: ASCO Clinical Practice Guideline,https://www.gicancer.or.kr/content/event/pdf/18sp/20.pdf
151,Adjuvant Therapy for Stage II Colon Cancer: ASCO Guideline,https://www.clinicsinoncology.com/open-access/new-insights-into-the-adjuvant-treatment-of-stage-ii-colon-8783.pdf
152,"Adjuvante systemische Antibiotikagabe bei subgingivaler Instrumentierung im Rahmen der systematischen Parodontitistherapie. S3-LL (DG Paro, DGZMK)",
153,"Adoleszente Idiopathische Skoliose. S2k-LL (DWG, DGOU)",https://www.aerzteblatt.de/pdf/120/19/a884.pdf
154,Adrenal insufficiency: identification and management (NG243),https://www.ncbi.nlm.nih.gov/books/NBK609100/bin/niceng243er12-appb-et1.pdf
155,Adult Asthma Care: Promoting Control of Asthma,https://rnao.ca/sites/rnao-ca/files/bpg/Adult_Asthma_FINAL_WEB.pdf
156,Adult Weight Management (AWM). Evidence Based Nutrition Practice Guideline,https://www.andeal.org/vault/pqnew176.pdf
157,"Adulte Weichgewebesarkome. S3-LL (Leitlinienprogramm Onkologie der AWMF, DKG und DKH)",https://register.awmf.org/assets/guidelines/032-044OLp1_S3_Adulte_Weichgewebesarkome_2025-01.pdf
158,Advanced breast cancer: diagnosis and treatment (CG81),https://www.health-ni.gov.uk/sites/default/files/publications/dhssps/hsc-sqsd-nice-cg81-27-14.pdf
159,Advocacy services for adults with health and social care needs (NG227),https://www.ncbi.nlm.nih.gov/books/NBK588852/bin/niceng227er3-appf-et1.pdf
160,Age-related macular degeneration (NG82),https://www.rcophth.ac.uk/wp-content/uploads/2021/08/AMD-Services-Commissioning-Guidance-Recommendtions.pdf
161,Ahdistuneisuushäiriöt,https://www.kaypahoito.fi/xmedia/khp/khp00127.pdf
162,Aide-mémoire sur les trousses de chlorhydrate de naloxone — Stabilité et conservation,https://www.inesss.qc.ca/fileadmin/doc/INESSS/Rapports/Usage_optimal/Trousses_naloxone_conservation_GN_INESSS.pdf
163,Aikuisen kohonnut verenpaine: omahoitoon sitoutumisen tukeminen,https://hotus.fi/wp-content/uploads/2025/05/suositus-verenpaine-web.pdf
164,Aikuispotilaan normotermian ylläpito perioperatiivisen hoitoprosessin aikana,
165,Aikuisten kotisyntyinen bakteerikeuhkokuume,https://www.kaypahoito.fi/xmedia/khp/khp00110.pdf
166,Air pollution: outdoor air quality and health (NG70),
167,Aivoinfarkti ja TIA,https://fasoco.fi/wp-content/uploads/2020/02/12-2-Aivoinfarkti-ja-TIA-2020.pdf
168,Aivovammat,https://www.kaypahoito.fi/xmedia/hoi/hoi18020c.pdf
169,Aivoverenkiertohäiriön sairastaneen omahoidon ohjauksen sisällöt,https://hotus.fi/wp-content/uploads/2025/12/avh2-nak1-tiedontarpeet.pdf
170,Aivoverenkiertohäiriöpotilaan nielemisen seulonta akuuttivaiheessa – hoitosuositus sairaanhoitajille,https://www.hotus.fi/wp-content/uploads/2021/12/avh-hoitosuositus.pdf
171,Ajustement des antidépresseurs pour le suivi d’un trouble dépressif caractérisé (majeur) ou d’un trouble anxieux,https://www.ciusss-capitalenationale.gouv.qc.ca/sites/d8/files/docs/ProfSante/OrdonnancesCollectives/GMF/DSI_INESSS-Protocole-medical-antidepresseurs.pdf
172,Ajustement des hypolipémiants (statines et ézétimibe) dans la prise en charge du risque cardiovasculaire,https://www.santeestrie.qc.ca/clients/SanteEstrie/Professionnels/Ordonnances_collectives/Ordonnances-collectives-regionales/628005_INESSS_PMN_hypolipemiants2022-03-22.pdf
173,"Aktinische Keratose und Plattenepithelkarzinom der Haut. S3-LL (Leitlinienprogramm Onkologie der AWMF, DKG und DKH)",https://www.leitlinienprogramm-onkologie.de/fileadmin/user_upload/LL_Aktinische_Keratose_und_PEK_Langversion_2.01.pdf
174,Akute Beratungsanlässe pädiatrischer Patient*innen in der hausärztlichen Praxis; General Practice GUIDEline for acute pediatric conditions in general practice (GPGUIDE-Kids). S3-LL (DEGAM),
175,Akute Herzinsuffizienz und mechanische Kreislaufunterstützung. S2k-LL (DGPK),https://www.dgpk.org/wp-content/uploads/LL.AHI_2020-final.pdf
176,"Akute infektiöse Gastroenteritis im Säuglings-, Kindes- und Jugendalter. S2k-LL (GPGE)",https://www.thieme-connect.com/products/ejournals/pdf/10.1055/a-0981-6906.pdf
